source_file,page,chunk_index,text
Kochi-Metro-Rail-Ltd_122025123422432.pdf,17,0,"i) To ensure approvals as per delegation of power. ii) To verify and scrutinize payments to contractors with reference to respective agreements and adjustment thereof while accounting for the work done by them and ensure that deductions in respect of mobilization & other advances, Statutory deductions, etc. are correctly made from the bills. Also verify that all vendor accounts are reconciled from time to time. iii) To verify work-in-progress with reference to field records such as Interim payment certificates and certification of progress issued by the executive, quantum of work-in- progress recorded should be compared with work orders contracts and subsequent approvals for variations, to ensure that payments are duly authorized. iv) To check that adjustments for returns, shortages, damages and unserviceable stores and materials at sites are properly made. v) To review terms and conditions of tender documents and agreements, verification of bank guarantees, insurance policies and spec"
Kochi-Metro-Rail-Ltd_122025123422432.pdf,17,1,"es and unserviceable stores and materials at sites are properly made. v) To review terms and conditions of tender documents and agreements, verification of bank guarantees, insurance policies and specific emphasis to be given on final payments. vi) To plug loopholes, which might have creeped in the system due to passage of time and complacency on the part of persons particularly, engaged in financial concurrences, release of payments, updating accounting records, authorizations as per Financial Accounting System etc. vii) Pre audit of payment vouchers shall be completed within two days of receipt of request from KMRL. In case of urgent payments pre audit shall be completed within same day. G. MINIMUM MANDAYS PER QUARTER The minimum number of man-days required to be spent per quarter on internal audit and pre audit at KMRL by various categories of audit staffs are given below. However, the bidder can increase these man-days according to his assessment of work. If the actual number of ma"
Kochi-Metro-Rail-Ltd_122025123422432.pdf,17,2,"ernal audit and pre audit at KMRL by various categories of audit staffs are given below. However, the bidder can increase these man-days according to his assessment of work. If the actual number of man-days attended by any category of audit staff falls below the quoted number of days, the remuneration shall be reduced accordingly. In any case, the auditor has to ensure that the optimum number of man-days is spent on internal audit of KMRL. Necessary attendance register will be maintained by KMRL for this purpose. Daily Audit Team shall include minimum one Semi qualified assistant and one Junior Articled clerk."
Kochi-Metro-Rail-Ltd_122025123422432.pdf,18,0,"Sl. No. Particulars Partner Qualified assistant Semi- qualified assistant Junior articled clerk Internal audit at head office depot station 2 5 60 60 Pre Audit at Head Office 75 75 Note 1. A presence of not less than 4 hours by partners , 5 hours by fully qualified assistant, 8 hours by Semi-qualified Junior articled clerk shall be deemed as one man day The remuneration shall be paid quarter wise after completion of the audit on submission of the audit report and other reports specifically asked by KMRL, if any, and on submission of a bill by the firm. GST as applicable shall be paid extra as per extant laws. No TA or DA or food expenses or out of pocket expenses will be paid for the assignment. The bidder shall carry its own system for executing the work. In the event of outstation travel (as approved by KMRL), TA DA as per KMRL travel policy shall be reimbursed. Partner Qualified Assistant shall be equated to the level of E7 E4 and other audit staff to the level of E0."
Kochi-Metro-Rail-Ltd_122025123422432.pdf,18,1," (as approved by KMRL), TA DA as per KMRL travel policy shall be reimbursed. Partner Qualified Assistant shall be equated to the level of E7 E4 and other audit staff to the level of E0."
Kochi-Metro-Rail-Ltd_122025123422432.pdf,19,0,"SECTION 4 EVALUATION AND QUALIFICATION CRITERIA 1. ELIGIBLE APPLICANTS The tenders for this contract will be considered only from those bidders who meet requisite eligibility criteria prescribed as under: i. A bidder shall submit only one bid in the same tendering process. A bidder who submits or participates in more than one bid will cause all the proposals in which the bidder has participated to be disqualified. No bidder can be a subcontractor while submitting a bid individually. A bidder, if acting in the capacity of subcontractor in any bid, may participate in more than one bid, but only in that capacity. ii. Bidders shall not have a conflict of interest. All Bidders found to have a conflict of interest, shall be disqualified. Bidders shall be considered to have a conflict of interest with one or more parties in this bidding process, if: a. bidder has been engaged by the Employer to provide consulting services for the preparation related to procurement for on implementation of the"
Kochi-Metro-Rail-Ltd_122025123422432.pdf,19,1," with one or more parties in this bidding process, if: a. bidder has been engaged by the Employer to provide consulting services for the preparation related to procurement for on implementation of the project. b. bidder is any associates affiliates (inclusive of parent firms) mentioned in subparagraph (a) above; or c. a bidder lends, or temporarily seconds its personnel to firms or organizations which are engaged in consulting services for the preparation related to procurement for on implementation of the project, if the personnel would be involved in any capacity on the same project. iii. A firm, who has purchased the tender document in their name, can submit the tender. iv. Any entity which has been barred blacklisted by the Government of India, any State Government, a statutory authority or a Public-Sector Undertaking, as the case may be, from participating in any project, and the bar blacklist subsists as on the date of Proposal, would not be eligible to submit a Proposal either b"
Kochi-Metro-Rail-Ltd_122025123422432.pdf,19,2,"ty or a Public-Sector Undertaking, as the case may be, from participating in any project, and the bar blacklist subsists as on the date of Proposal, would not be eligible to submit a Proposal either by itself or through its Associate. 2. MINIMUM ELIGIBILITY CRITERIA: The Applicant shall meet the following minimum eligibility criteria for participation in this Tender Process. The bidders who do not qualify the minimum eligibility criteria shall not be considered for evaluation."
Kochi-Metro-Rail-Ltd_122025123422432.pdf,20,0,"SL No. Minimum Eligibility Requirement Supporting Document to be submitted (i) Legal Status of the Bidder and experience of Firm: The Bidder should be a Partnership Firm LLP of Chartered Accountants Cost Accountants registered in India having experience of 10 (Ten) years or more. Self-attested copy of Registration certificate issued by Institute of Chartered Accountants of India Institute of Cost Accountants of India. (ii) Financial Capacity The Bidder should have average annual gross receipts turnover excluding GST (total of consultancy fee, filing fee etc. charged in the process of usual business but excluding other Income) of Rs.50,00,000 (Rupees Fifty Lakh) for last 5 (five) completed financial years. 2019-20 to 2023-24. Audited financial statements of the firm (Balance Sheet & Statement of Profit and Loss) duly self-certified. Bidder shall submit certificate as per appendix 9 (iii) Experience of Partners The Bidder should have minimum 4 (four) full time qualified partners associat"
Kochi-Metro-Rail-Ltd_122025123422432.pdf,20,1,"nt of Profit and Loss) duly self-certified. Bidder shall submit certificate as per appendix 9 (iii) Experience of Partners The Bidder should have minimum 4 (four) full time qualified partners associated with the firm. Of which, at least 2 (two) full time CA CMA should have association of 5 Years or more with the firm LLP. List of the partners (as per Appendix 6) along with the resume giving the brief details of relevant experience of Internal audit and the membership No. The list should be attested by Managing Partner Senior Partner establishing the fulfilment of criteria. The resume should separately mention the work done and period of experience in Internal Audit. (iv) Assignment Undertaken Should have undertaken Internal audit assignments of at least 1 (one) Central State PSU or Listed Public Limited Company Private Company having Mandatory Ind-AS applicability and annual turnover of Rs.150 crores or more of at least one year in the last five (5) financial years. Note: Bank audits &"
Kochi-Metro-Rail-Ltd_122025123422432.pdf,20,2,"Public Limited Company Private Company having Mandatory Ind-AS applicability and annual turnover of Rs.150 crores or more of at least one year in the last five (5) financial years. Note: Bank audits & Branch Audit will not be considered for the above purpose. List of assignment (as per Appendix 7) showing the organization name, financial year for which assignment undertaken, date of completion of assignment and turnover of the organization audited and Ind-AS Application reason for the relevant F.Y. duly certified by the Managing Partner Senior Partner. Offer letter in the letter head , any one invoice and supporting document of receipt of payment against such invoice should be provided as Proof of execution of services."
Kochi-Metro-Rail-Ltd_122025123422432.pdf,21,0,"(v) The firm should have a Registered Office branch in Kochi region. Proof as per ICAI ICMAI records to be attached. Self-attested copy of Registration Certificate issued by Institute of Chartered Accountants of India Institute of Cost Accountants of India along with proof of address. (vi) The bidder should not have been debarred black listed disqualified by any regulators statutory body in India. Self-declaration as per Appendix 15 3. LCS (Least Cost Selection) CRITERIA for Technical Evaluation First of all, it will be determined whether each tender is responsive as per Section 4, clause 2 - Minimum Eligibility Criteria. The bidders who do not qualify the minimum eligibility criteria shall not be considered for LCS evaluation method. The Bids, which are not considered substantially responsive shall be rejected and shall not be allowed subsequently to be made responsive by correction or withdrawal of the nonconforming deviation or reservation. Bids that are deemed responsive based on t"
Kochi-Metro-Rail-Ltd_122025123422432.pdf,21,1,"sive shall be rejected and shall not be allowed subsequently to be made responsive by correction or withdrawal of the nonconforming deviation or reservation. Bids that are deemed responsive based on the eligibility criteria and tender requirements will be evaluated according to the Selection Criteria outlined in Annexure A. The bidders, who secure 75 marks and above as per Scoring Criteria will be declared as technically qualified bidders and price bid will be opened for them only. The offers who are qualifying as per these technical evaluation criteria will only be considered as technically responsive, and the rest would be considered technically nonresponsive and would be disqualified from further evaluation. The decision of the KMRL as to which of the bids are not substantially responsive and scoring as per table below shall be final. ANNEXURE A Sl. No. Evaluation Criteria Marks 1) Legal Status of the Bidder 20 Minimum marks for 10 years experience will be 15. For each additional fu"
Kochi-Metro-Rail-Ltd_122025123422432.pdf,21,2,"ve and scoring as per table below shall be final. ANNEXURE A Sl. No. Evaluation Criteria Marks 1) Legal Status of the Bidder 20 Minimum marks for 10 years experience will be 15. For each additional full year of experience, additional 1 mark will be awarded subject to maximum of 20 marks. Counted from the date of constitution of the firm LLP with one full time FCA or date of joining of the firm LLP by the existing partner having the longest association with the firm LLP whichever is later.(Such date will be considered as Formation date of the firm) 2) Financial Capacity 20"
Kochi-Metro-Rail-Ltd_122025123422432.pdf,22,0,"Minimum marks for having average annual turnover receipts of Rs.50,00,000 in the last five(5) completed financial years will be 15. For each additional Rs.50 Lakh average turnover receipts, additional 1 mark will be awarded subject to maximum of 20 marks. 3) Experience of Partners 30 Minimum marks for the criteria (clause 2.iii of Minimum eligibility criteria) will be 20 The firm having additional partner with post qualification experience and association with firm of 10 years or more will be awarded two additional mark for each additional partner subject to maximum of 30 marks. 4) Assignment Undertaken 30 Minimum marks for undertaking Internal Audit assignment of at least 1(one) Central State PSU Listed Public Limited Company Private company having mandatory Ind-AS applicability and annual turnover of Rs.150 crores or more of at least one year in the last five (5) financial year will be 20. For each additional internal audit assignment meeting the criteria handled for a continuous per"
Kochi-Metro-Rail-Ltd_122025123422432.pdf,22,1,"l turnover of Rs.150 crores or more of at least one year in the last five (5) financial year will be 20. For each additional internal audit assignment meeting the criteria handled for a continuous period of atleast one year during last five (5) financial years, additional 2 mark will be awarded subject to maximum of 30 marks Each company audit assignment will be considered only once although audit assignment was carried out for more than one year Note: 1. Bank Audits and Branch Audits of PSUs will not be considered. 2. Supporting documents as per respective forms shall be submitted. 4. EVALUATION OF FINANCIAL PROPOSAL Bidders who do not meet the technical evaluation criteria will be excluded from the financial bid opening process. Financial proposals will only be opened for eligible and responsive offers. The L-1 bidder, determined from the responsive offers, will be selected without additional weighting based on the Technical proposal's marks or ranking. The contract will be awarded t"
Kochi-Metro-Rail-Ltd_122025123422432.pdf,22,2,"sponsive offers. The L-1 bidder, determined from the responsive offers, will be selected without additional weighting based on the Technical proposal's marks or ranking. The contract will be awarded to the bidder offering the L-1 (Lowest Evaluated Tender Price), after any necessary corrections for arithmetical errors, provided the quoted amount is deemed acceptable."
Kochi-Metro-Rail-Ltd_122025123422432.pdf,23,0,"SECTION 5 CONDITIONS OF CONTRACT 1. NAME OF WORK Engagement of firm Chartered Accountant Cost Accountant for Internal audit and other assignments for the year 2025-2028. 2. SCOPE OF WORK The scope of work is as mentioned in Section 3. 3. CONTRACT DOCUMENTS Subject to Article Order of Precedence of the Agreement all documents forming part of the Contract (and all parts thereof) are intended to be correlative, complementary and mutually explanatory. The Contract document shall be read as a whole. 4. SIGNING AND ACCEPTANCE OF LETTER OF ACCEPTANCE WORK ORDER In case the Successful Bidder fails to accept the contract order and or complete the work within the time limit specified in the contract order or any extension thereof as may be decided by KMRL, without any additional cost to KMRL, the Bid Security shall be forfeited Bid securing declaration will be invoked executed. 5. CONFIDENTIAL INFORMATION 5.1 The Employer and the Contractor shall keep confidential and shall not, without the writ"
Kochi-Metro-Rail-Ltd_122025123422432.pdf,23,1,"d Security shall be forfeited Bid securing declaration will be invoked executed. 5. CONFIDENTIAL INFORMATION 5.1 The Employer and the Contractor shall keep confidential and shall not, without the written consent of the other party hereto, divulge to any third party, any documents, data or other information furnished directly or indirectly by the other party hereto in connection with the Contract, whether such information has been furnished prior to, during or following termination of the Contract. 5.2 The Contractor shall not use such documents, data and other information received from the Employer for any purpose other than the design, procurement of Material, construction or such other work and services as are required for the performance of the Contract. 6. SUPPLY REPLACEMENT OF PERSONNEL The qualifications and experience of the personnel who are sent by Firm to work on the project shall be acceptable to KMRL. In case KMRL is not satisfied with the performance of any personal, the s"
Kochi-Metro-Rail-Ltd_122025123422432.pdf,23,2,"EL The qualifications and experience of the personnel who are sent by Firm to work on the project shall be acceptable to KMRL. In case KMRL is not satisfied with the performance of any personal, the same shall be replaced on KMRL's request with a person acceptable to KMRL. 7. CHANGES IN PERSONNEL If it is necessary to replace any personnel of Firm, the latter shall immediately arrange for replacement by a person of comparable competence."
Kochi-Metro-Rail-Ltd_122025123422432.pdf,24,0,"1. The internal Auditor shall ensure the compliance of the following and give an undertaking at the time of acceptance of the Audit assignment that the audit shall not - i. At any time disclose the private affairs or secrets of the Company which he may learn during his appointment; or ii. At any time, directly or indirectly, communicate to any third party or other unauthorized person, firm or company any confidential matters concerning the Company or the Business; or iii. Directly or indirectly communicate upon any matter concerning the Company or the Business with any of the Company s employees, customers, suppliers, bankers, competitors or other persons or companies with whom the Company does business, except as instructed in the course of his duties; or iv. During this Agreement and for a period of twelve months following its termination, solicit, or endeavor to entice away from the Company any person who was an employee of the Company at any time during this Agreement; or v. At any"
Kochi-Metro-Rail-Ltd_122025123422432.pdf,24,1," a period of twelve months following its termination, solicit, or endeavor to entice away from the Company any person who was an employee of the Company at any time during this Agreement; or v. At any time take away any documents or data or working papers of the Company other than as necessary in the course of his duties; or vi. At any time generally take any action injurious to the interests of the Company or the Business. 2. The appointment of the Audit firm shall be initially for a period of three years i.e from financial year 2025-26 onwards, extendable upto two years with 10% increase in the audit fees from fourth year, subject to satisfactory yearly performance of the firm. 3. In the event of non-performance, KMRL reserves the right to terminate the appointment of the firm by giving one months notice. In such event no fee shall be payable to the Auditors in respect of any period subsequent to the determination and such determination shall be without prejudice to any right of acti"
Kochi-Metro-Rail-Ltd_122025123422432.pdf,24,2,"one months notice. In such event no fee shall be payable to the Auditors in respect of any period subsequent to the determination and such determination shall be without prejudice to any right of action by the Company to claim damages or other relief against such default, breach or non-observance. 4. Any notice under this shall be given in writing by either party to the other and may be delivered or sent by post courier by hand addressed, in the case of the Company, to its Director (Finance) at the registered office and, in the case of the Auditors, to their address last known to the Company. Any such notice shall, in the case of delivery, be deemed to have been served at the time of delivery and, in the case of posting on the expiration of seventy-two hours after it has been posted by first class mail."
Kochi-Metro-Rail-Ltd_122025123422432.pdf,24,3,st class mail.
Kochi-Metro-Rail-Ltd_122025123422432.pdf,25,0,"5. On the termination of the empanelment (for whatever reason) the Internal Auditors shall immediately deliver up to the Company any documents, papers or other written information which either belongs to the Company or relates to the Business and which came into the possession of the Auditors in the performance of their duties under this Agreement. 8. AGREEMENT EFFECTIVE DATE The Contract shall come into effect on 01 04 2025 after acceptance of Letter of Acceptance GeM contract order issued by KMRL. 9. DELAY AND LIQUIDATED DAMAGES In case of delay in submission of report, penalty of Rs. 500 per day shall be levied till submission of the report. Penalty equivalent to 10% of the quarterly billing rate will be recovered on non-deployment of the mandays per quarter. 10. PAYMENT TO THE FIRM The audit fees as per appointment letter shall be paid on submission of signed audit quarterly reports (in hard and soft copies), production of original tax invoice and on its approval by the competent a"
Kochi-Metro-Rail-Ltd_122025123422432.pdf,25,1," audit fees as per appointment letter shall be paid on submission of signed audit quarterly reports (in hard and soft copies), production of original tax invoice and on its approval by the competent authority. TDS as per extant law shall be deducted. Rs. 3000 - (Rupees Five Thousand only) plus GST (extra) will be paid per verification certification assignment on completion of assignment and production of original tax invoice. 11. CURRENCY OF PAYMENT All payments shall be made in Indian Rupees. 12. DISPUTED INVOICES If any item or part of an item in an invoice submitted by the FIRM is contested by KMRL, then KMRL shall give prompt notice with reasons and shall not delay payment on the balance of the invoice. 13. TAXES AND DUTIES"
Kochi-Metro-Rail-Ltd_122025123422432.pdf,26,0,"The FIRM and their personnel shall pay such taxes, duties, fees, GST and other impositions as may be levied under the Applicable Laws, the amount of which shall be deemed to have been included in the Contract Price. 14. FORCE MAJEURE: In the event of any unforeseen event during the currency of the Contract, such as earthquake, war, fires, floods, or acts of God, as a result of which, either party (Employer contractor) is prevented, or hindered in performing any of its obligations under the contract, then it shall within a week from the commencement thereof, notify the same in writing to the other party with reasonable evidence thereof. If the force majeure condition(s) mentioned above be in force for a period of 90 days or more at any time, the either party shall have the option to terminate the contract on expiry of 90 days of commencement of such force majeure by giving 14 days' notice to the other party in writing. In case of such termination, no damages shall be claimed by either p"
Kochi-Metro-Rail-Ltd_122025123422432.pdf,26,1,"te the contract on expiry of 90 days of commencement of such force majeure by giving 14 days' notice to the other party in writing. In case of such termination, no damages shall be claimed by either party against the other, save and except those, which had occurred under any other clause of this contract prior to such termination. 15. PERFORMANCE SECURITY PERFORMANCE BANK GUARANTEE Deleted 16. INDEMNITY: a) The prices stated are to include all rights (if any) of patent, registered design or trade mark and the Bidder shall at all times indemnify the Employer against all claims which may be made in respect of the material for infringement of any right protected by patent, registration of designs or trade mark; provided always that in the event of any claim in respect of alleged breach of a patent, registered designs or trade mark being made against Employer, the Employer shall notify the bidder of the same and the bidder shall, at his own expense, either settle any such dispute or conduc"
Kochi-Metro-Rail-Ltd_122025123422432.pdf,26,2,"atent, registered designs or trade mark being made against Employer, the Employer shall notify the bidder of the same and the bidder shall, at his own expense, either settle any such dispute or conduct any litigation that may arise there from. b) The bidder shall return all such property and shall be responsible for the full value thereof to be accessed by the Employer whose decision shall be final and binding on the bidder. The bidder shall be liable for loss or damage to such property from whatever cause happening while such property is in the possession of or under the control of the bidder, his servants, workmen or agents. 17. INSOLVENCY AND BREACH OF CONTRACT: The Employer may at any time, issue notice in writing summarily terminate the contract without compensation to the Contractor in any of the following events, that is to say: a) If the Contractor being an individual or a firm: -. Any partner thereof, shall at any time, be adjudged insolvent or shall have a receiving order or "
Kochi-Metro-Rail-Ltd_122025123422432.pdf,26,3,"in any of the following events, that is to say: a) If the Contractor being an individual or a firm: -. Any partner thereof, shall at any time, be adjudged insolvent or shall have a receiving order or order for administration of his estate made against him or shall take any proceeding for composition under any Insolvency Act for the time being in force or make any conveyance or assignment of his effects or enter into any assignment or composition with his creditors or suspend payment or if the firm be dissolved under the Partnership Act, or"
Kochi-Metro-Rail-Ltd_122025123422432.pdf,27,0,"b) If the Contractor being a company is wound up voluntarily or by the order of a Court or a Receiver, Liquidator, or Manager on behalf of the debenture holders is appointed, or circumstances shall have arisen which entitle the Court or Debenture holders to appoint a Receiver, Liquidator or Manager, or c) If the contractor commits any breach of the contract not herein specifically provided for. d) Provided always that such determination shall not prejudice any right of action or remedy which shall have accrued or shall accrue thereafter to the Employer and provided also the Contractor shall be liable to pay to the Employer any extra expenditure he is thereby put to and the Contractor shall, under no circumstances, be entitled to any gain on re purchase. 18. LAWS GOVERNING THE CONTRACT: a) This contract shall be governed by the Laws of India for the time being in force. b) Irrespective of the place of delivery and the place of payment under the contract, the contract shall be deemed to "
Kochi-Metro-Rail-Ltd_122025123422432.pdf,27,1,"This contract shall be governed by the Laws of India for the time being in force. b) Irrespective of the place of delivery and the place of payment under the contract, the contract shall be deemed to have been made at Ernakulam from where the Award of tender has been issued. 19. ARBITRATION: In case of any dispute or differences arising out of this contract, then the same shall be settled amicably between the parties by way of mutual discussion and negotiation. If such dispute could not be resolved within 30 days from the date of commencement of such discussions or negotiations, then the same can be referred to a Sole Arbitrator under the Arbitration and Conciliation Act, 1996 at the instance of either of the parties. Appointment of such Sole Arbitrator shall be from the panel of arbitrators maintained by KMRL. As and when Arbitration clause is invoked by either of the parties, KMRL shall provide a panel of not less than four (4) independent Arbitrators to the Contractor Consultant Ven"
Kochi-Metro-Rail-Ltd_122025123422432.pdf,27,2,"rs maintained by KMRL. As and when Arbitration clause is invoked by either of the parties, KMRL shall provide a panel of not less than four (4) independent Arbitrators to the Contractor Consultant Vendor and the Contractor Consultant Vendor shall choose one among them who would be appointed as the Sole Arbitrator by KMRL. Seat of arbitration shall be Ernakulam, Kerala. Language of the arbitration proceedings shall be English. Award of the Sole Arbitrator shall be final and binding upon the parties . 20. CORRUPT or FRAUDULENT PRACTICES: i. Definition The Employer requires that the Bidders Contractors, their designated contractors and or their agents observe the highest standards of ethics during Tendering and execution of this Contract. In pursuance with this policy, the Employer: a) defines, for the purpose of these provisions, the terms set forth below as follows: i. corrupt practice means the offering, giving, receiving or soliciting of anything of value to Employer, Engineer or any "
Kochi-Metro-Rail-Ltd_122025123422432.pdf,27,3,"s, for the purpose of these provisions, the terms set forth below as follows: i. corrupt practice means the offering, giving, receiving or soliciting of anything of value to Employer, Engineer or any of their employees, influence in the procurement process or in Contract execution; and ii. fraudulent practice means a concealment or misrepresentation of facts in order to influence a procurement process or the execution of a Contract to the detriment of the Employer, and includes collusive practice among Bidders (prior to or after bid submission) designed to establish bid prices at artificial non-competitive levels and to deprive the"
Kochi-Metro-Rail-Ltd_122025123422432.pdf,28,0,"Employer of the benefits of free and open competition. iii. Breach of any of the contract condition during execution. b) will reject the Tender for the Work or rescind the Contract if the Employer determines that the Bidder Contractor has engaged in corrupt or fraudulent practices. c) Will declare a Contractor ineligible, either indefinitely or for a stated period of time, to be awarded a Contract s if he at any time determines that the Contractor has engaged in corrupt or fraudulent practices in competing for, or in executing the Contract. d) The successful Bidders Contractors shall apprise the Employer through Chief Vigilance Officer, KMRL of any fraud suspected fraud as soon as it comes to their notice. ii. Compensation to Contractor on Rescission of contract In the event of rescission of Contract, the Contractor shall not be entitled to any compensation whatsoever, except for the work done up to the date of rescission. 21. NON EXCLUSIVE: KMRL on its sole discretion reserves the rig"
Kochi-Metro-Rail-Ltd_122025123422432.pdf,28,1,"of Contract, the Contractor shall not be entitled to any compensation whatsoever, except for the work done up to the date of rescission. 21. NON EXCLUSIVE: KMRL on its sole discretion reserves the rights to avail the similar services from other Service Providers others during the Contract period. 22. EXTENSION OF CONTRACT: The contract will be valid for a period of 3 years from the date of issuance of Contract Order LoA or from 01.04.2025, whichever is later. Thereafter on reviewing the satisfactory performance for 3 years, the contract may be extended to further 2 years with 10% increase in the audit fees from fourth year. It will be entirely the discretion of KMRL to exercise the extension of contract or not. Validity of PBG must be extended accordingly. 23. TERMINATION OF THE CONTRACT i. Notice to Contractor Service Provider If the Contractor service provider fails to carry out any of his obligations, or if the Contractor is not executing the Works services in accordance with the co"
Kochi-Metro-Rail-Ltd_122025123422432.pdf,28,2,". Notice to Contractor Service Provider If the Contractor service provider fails to carry out any of his obligations, or if the Contractor is not executing the Works services in accordance with the conditions in the RFP during the execution of the Contract, the Authority may give notice to the Contractor requiring him to make good such failure and remedy the same within such time as the Employer Authority may deem to be reasonable. ii. Termination of contract Due to Contractor s Default i. Conditions Leading to termination of Contract The Employer shall be entitled to terminate the Contract if the Contractor or any one of its constituents, a) fails to comply with a notice under Sub clause 23.i above"
Kochi-Metro-Rail-Ltd_122025123422432.pdf,29,0,"b) abandons or repudiates the Contract c) without reasonable excuse acceptable to the Authority, fails to commence the Works services in accordance with the Contract d) sub contracts the whole of the Works or assigns the Contract without approval of the Employer e) becomes bankrupt or insolvent or goes into liquidation except voluntary liquidation for the purpose of amalgamation or reconstruction f) persistently disregards instructions of the Authority or contravenes any provisions of the contract, or g) fails to adhere to the agreed programme of work service, or fails to complete the Works or parts of the Works within the stipulated or extended period of completion, or is unlikely to complete the whole Work service or part thereof within time because of poor record of progress; or h) In such a case, the Authority at its sole discretion may terminate only part of the contract also by taking out some part of the total scope of work and may complete or arrange for any other entity throug"
Kochi-Metro-Rail-Ltd_122025123422432.pdf,29,1,"uch a case, the Authority at its sole discretion may terminate only part of the contract also by taking out some part of the total scope of work and may complete or arrange for any other entity through the process of open limited single tender or by calling quotations, to do so at the risk and cost of the contractor. i) fails to take steps to employ competent and or additional staff and labour, or j) indulges in corrupt or fraudulent practices as explained in Clause 20. ii. In addition, KMRL shall also have the right to terminate the contract: a) If the successful bidder is declared insolvent. b) If the Company partnership firm is dissolved. c) If the agency or any of its Directors partners is convicted of any criminal offence. d) If Agency shall either by himself or by his servants commit or suffer to be committed any act which, in the opinion of the KMRL, whose decision in that behalf shall be final, is prejudicial to the interest or good will of KMRL. e) Violation of the provisions "
Kochi-Metro-Rail-Ltd_122025123422432.pdf,29,2," or suffer to be committed any act which, in the opinion of the KMRL, whose decision in that behalf shall be final, is prejudicial to the interest or good will of KMRL. e) Violation of the provisions of the Minimum Wages Act, Contract Labour (R & A) Act 1970 and other acts, rules schemes or notifications issued by the Appropriate Govt. from time to time, as applicable. f) if it is found that the Contractor is blacklisted on previous occasions by any Government Institutions State Bodies Municipalities Public Sector Undertakings, etc. g) Loss of property Materials due to theft pilferage negligence by the staff of service provider will be recovered from the agency in case it is established that the loss is due to slackness or negligence of the staff or due to the staff being involved in such act of misconducts. Such Similar gross violations on duty may result in termination of the contract. iii. The Employer s decision to terminate the Contract shall not prejudice any other rights of the "
Kochi-Metro-Rail-Ltd_122025123422432.pdf,29,3,"act of misconducts. Such Similar gross violations on duty may result in termination of the contract. iii. The Employer s decision to terminate the Contract shall not prejudice any other rights of the Employer under the Contract. iv. On the expiry of the contract Agreement or any earlier termination of the contract hereof as contemplated herein, the Contractor, shall forthwith remove all its employees and such other personnel deployed in KMRL and they shall be deemed to be trespassers and on their failure to leave KMRL premises upon notice from KMRL, to that effect KMRL shall be entitled to remove them from and prevent from entering KMRL premises sites locations. The costs and expenses incurred by KMRL, thereof shall be borne solely by the Contractor v. Notwithstanding anything specified in this tender document, KMRL reserves the right to terminate this Contract prior to expiry of Contract period by giving 1 months notice."
Kochi-Metro-Rail-Ltd_122025123422432.pdf,29,4," this tender document, KMRL reserves the right to terminate this Contract prior to expiry of Contract period by giving 1 months notice."
Kochi-Metro-Rail-Ltd_122025123422432.pdf,30,0,"vi. In the event of termination of the contract agreement for any cause whatsoever, the successful bidder, shall not be entitled to any sum from KMRL, by way of compensation, damages or otherwise vii. If the contract is terminated due to fault on the part of the contractor the performance security shall be forfeited fully by encashing the bank guarantee, security deposit and the balance contract shall be got done independently without risk and cost of the failed contractor. viii. The failed Contractor shall be debarred from participating in the tender for providing similar services. If the failed Contractor is a JV consortium or a partnership firm, then every member partner of such JV consortium or partnership firm shall be debarred from participating in the tender either in his her individual capacity or as a partner of any other JV consortium partnership firm. ix. The Employer will be entitled to rescind the contract if the Employer determines that the Bidder Contractor or the employ"
Kochi-Metro-Rail-Ltd_122025123422432.pdf,30,1,"dual capacity or as a partner of any other JV consortium partnership firm. ix. The Employer will be entitled to rescind the contract if the Employer determines that the Bidder Contractor or the employees deployed by the contractor for the performance of services are engaged in corrupt or fraudulent practices or other immoral activity. x. The Employer will be entitled to declare a Contractor ineligible, either indefinitely or for a stated period of time, to be awarded a contract(s) if it at any time determines that the Contractor has engaged in corrupt or fraudulent practices in competing for or in executing the contract. xi. The Contractor shall be liable to apprise the Employer through Chief Vigilance Officer or such Authorised Officer of the Employer of any fraud suspected fraud as soon as it comes to their notice. xii. Payment after Termination: After termination, the Employer shall not be liable to make any further payments to the Contractor, until all the costs, damages, penalty ("
Kochi-Metro-Rail-Ltd_122025123422432.pdf,30,2,"as it comes to their notice. xii. Payment after Termination: After termination, the Employer shall not be liable to make any further payments to the Contractor, until all the costs, damages, penalty (if any), incurred by the Employer, have been established. The Employer shall be entitled to recover from the successful bidder the extra costs, if any. 24. JURISDICTION OF COURTS Where recourse to a Court is to be made in respect of any matter subject to suspension of work on account of arbitration, the court at Ernakulam shall have the exclusive jurisdiction to try all disputes between the parties."
